N,P,K,temperature,humidity,ph,rainfall,moisture_index,P_to_K,ph_dev,label
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,9.673075083260324,1.309523778344672,0.5493394440000001,rice
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,10.003585437006747,1.6285713820408179,0.5396299390000001,rice
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,10.07408228758004,1.0833333032407417,0.9386013579999997,rice
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,10.11674620285414,0.977272705061984,0.9162451070000008,rice
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,9.97683871490933,1.0731707055324218,0.9166299579999997,rice
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,9.923908331602474,1.1666666342592602,0.06998978499999975,rice
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,9.771876174398136,1.0465116035694977,0.9651218439999996,rice
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,9.686383942841411,1.6666666203703717,0.40398598600000035,rice
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,10.139466724121867,0.9999999750000007,0.22852116200000072,rice
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,9.992979364313062,1.1555555298765439,0.7242855029999999,rice
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,9.601837407536955,0.9210526073407209,0.3657127899999999,rice
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,9.71955094063491,1.1666666388888896,1.2936268469999996,rice
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,9.889123692534959,1.0263157624653747,1.2820513129999993,rice
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,9.741893584545995,1.102564074293229,0.5627790150000003,rice
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,9.923465096508991,1.2222221950617291,1.230367824,rice
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,9.812850205520185,0.8372092828555981,1.2137962889999994,rice
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,9.726751363375826,1.538461499013808,0.266240045,rice
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,9.683016357483332,1.3333333015873023,0.8827626029999998,rice
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,9.83209364623041,1.39534880475933,0.8418305179999992,rice
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,10.086674979793813,1.444444404320989,0.9566397620000009,rice
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,10.089001985187613,0.9743589493754116,0.28489028500000035,rice
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,9.80618664458334,1.4210525941828265,0.6202729720000004,rice
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,10.003187922830643,0.7999999822222227,0.5493524229999993,rice
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,9.665541698140771,1.1499999712500009,0.7367054360000003,rice
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,10.012541026573503,1.5714285265306136,0.0016978160000000742,rice
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,9.911177438078312,1.0526315512465383,1.0924906170000002,rice
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,9.929073538671608,1.2888888602469142,0.6246542489999998,rice
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,10.061322794312199,1.5263157493074804,0.4324002250000003,rice
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,9.701323436351718,0.8571428367346944,0.4462098810000015,rice
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,9.99696178790854,1.1190475924036287,0.7608249729999992,rice
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,9.622958166239489,1.1388888572530873,0.2386521789999998,rice
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,9.677929140023497,1.4594594200146103,0.9051803739999995,rice
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,9.903291321016198,1.685714237551022,0.44663636900000014,rice
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,9.958215784297346,1.121951192147532,1.4878603310000003,rice
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,9.98574142655839,1.5135134726077442,0.13652779200000076,rice
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,9.751620929860865,1.2682926519928621,0.38043122300000043,rice
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,9.97293459395838,1.1842104951523555,0.8004108360000002,rice
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,10.105993748397815,1.135135104455808,0.08791870799999923,rice
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,9.678101229009917,1.0238094994331073,0.7837366170000006,rice
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,9.988602649159262,1.4999999583333345,0.5239363920000004,rice
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,10.032944770513966,0.7999999822222227,0.43908350500000015,rice
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,10.040382276373421,1.0681817939049594,1.3684746529999998,rice
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,9.631989100774325,0.9210526073407209,1.494693023,rice
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,9.671005534669959,0.9729729466764069,0.36386813100000026,rice
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,9.730515326979553,1.0789473400277017,1.0240800760000015,rice
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,9.595794248048511,1.3255813645213637,0.7930567489999998,rice
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,9.693092439939507,1.285714248979593,0.7414936770000002,rice
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,9.804016888055,1.2325581108707417,0.15039367299999995,rice
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,9.672140857327783,1.102564074293229,0.5000309739999995,rice
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,9.78300983144022,1.487179449046681,1.0464079679999996,rice
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,9.870144504844061,1.5789473268698073,0.12742367299999913,rice
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,9.890080975800444,1.1315789175900286,1.394411645,rice
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,9.607119126896865,1.1363636105371908,0.5646555939999995,rice
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,9.848995726027269,1.2619047318594112,1.3221769600000002,rice
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,9.871518338457841,1.249999968750001,0.037608392999999296,rice
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,10.077934142638453,1.3947368054016631,0.5691722270000001,rice
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,9.91511484159582,1.157894706371192,0.973134377,rice
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,9.772305629033003,1.285714248979593,0.3416230329999994,rice
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,9.943492379762379,1.0526315512465383,1.0498736810000002,rice
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,9.965668918033831,1.416666627314816,0.47167844200000086,rice
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,9.693696165667635,1.0952380691609984,0.10499347499999967,rice
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,10.098572383867,1.2702702359386424,0.000343222000000587,rice
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,10.084331771035739,1.2222221950617291,0.5642545829999994,rice
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,9.651748167379385,0.7954545273760335,0.5726556220000001,rice
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,9.664688557377481,0.9249999768750007,1.1666773939999997,rice
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,8.628818093638104,3.374999789062513,0.7500855789999985,maize
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,8.898458890093904,2.588235141868521,0.4317565579999991,maize
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,8.471717884385166,2.68749983203126,0.1579647529999999,maize
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,8.160391508968498,2.7619046303854935,0.09606064799999992,maize
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,8.319634569766402,1.8999999050000047,0.5295415659999998,maize
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,8.683120894388445,2.5624998398437597,0.34116938100000027,maize
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,8.855790590644336,2.411764564013849,0.45209332100000044,maize
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,8.557811125881763,3.1578945706371275,0.5863354989999996,maize
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,8.314933851096104,2.588235141868521,0.6445575989999996,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,8.894964327562672,2.399999904000004,0.7497450570000002,maize
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,8.843256550138511,2.3157893518005603,0.6473929009999999,maize
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,8.529767486955615,2.3333332222222274,0.027476712999999542,maize
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,8.231943646756546,3.2499997968750125,0.4670577620000005,maize
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,8.737663655616215,2.7499998281250106,0.4170262459999998,maize
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,8.37628891713979,2.5714284489795975,0.5809544679999998,maize
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,8.167289571752343,2.636363516528931,0.2952523470000008,maize
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,8.900513589925321,2.764705719723193,0.1008270170000003,maize
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,8.518307841857727,2.411764564013849,0.4780977629999992,maize
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,8.278537971505067,2.7894735373961295,0.4664498049999999,maize
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,8.575258241019755,2.8947366897507005,0.21113192999999963,maize
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,8.680368827047573,2.7142855850340197,0.050563822999999175,maize
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,8.742386541376005,3.333333111111126,0.9267135629999999,maize
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,8.59393274975458,2.545454429752071,0.3291992749999997,maize
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,8.452456503407772,2.1428570408163314,0.7837770879999999,maize
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,8.519198020542197,2.9999998125000116,0.9500975800000004,maize
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,8.796128959680797,3.187499800781262,0.08624458099999988,maize
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,8.684820193422816,2.166666546296303,0.606906865,maize
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,8.89967989886262,3.2666664488889037,0.5817361989999998,maize
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,8.399705118572843,2.1818180826446323,0.9113494150000001,maize
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,8.840521119950424,2.6999998650000068,0.07641820700000057,maize
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,8.33392484307527,1.3999999440000022,0.32194369599999995,maize
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,8.527872574452134,2.263157775623275,0.14190635300000043,maize
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,8.384874926320718,2.2799999088000034,0.010959632999999691,maize
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,8.269435743563271,1.5217390642722146,0.8196389620000009,maize
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,8.660504124567828,2.090908995867773,0.1254043479999991,maize
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,8.982821680439427,2.0952379954648572,0.024478032000000205,maize
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,8.24323338008249,3.1111109382716142,0.8037945320000004,maize
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,8.78670237379732,2.6190474943310718,0.3039315189999998,maize
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,8.83456618051545,1.944444336419759,0.24720245200000068,maize
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,8.857373881989039,3.1666664907407505,0.40727411700000005,maize
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,8.556190813030916,3.2941174532872086,0.2656696439999999,maize
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,8.589606569077135,1.9130433950850696,0.7774201810000001,maize
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,8.33646265618435,2.82352924567475,0.06938353500000005,maize
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,8.668936570477168,3.5294115570934377,0.5160473249999997,maize
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,8.95787823814627,2.2173912079395124,0.3016385399999999,maize
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,8.428441674527296,2.090908995867773,6.355399999957712e-05,maize
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,8.744245569300343,3.9999997333333512,0.2344356620000001,maize
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,8.723421987857458,3.2222220432098863,0.22730328200000027,maize
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,8.726493594582166,1.8695651361058636,0.174764841,maize
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,8.448984135524922,2.5294116159169637,0.30748779400000004,maize
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,8.541024560011211,1.7999999100000044,0.1710858170000007,maize
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,8.521055923313527,1.5652173232514206,0.14872532700000018,maize
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,8.292993100215512,2.6086955387523676,0.06092800399999998,maize
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,8.498918902321506,2.235293986159177,0.02552348399999982,maize
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,8.79896539265601,3.1764704013840936,0.6283521939999996,maize
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,8.727874262100068,1.727272648760334,0.7693828910000002,maize
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,8.801171719647789,2.0952379954648572,0.6495601689999999,maize
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,8.655547968156611,3.052631418282557,0.7083500669999996,maize
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,8.625669323137213,2.1999998900000053,0.2400006879999994,maize
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,8.607655091895069,2.1874998632812583,0.22758245899999974,maize
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,8.581265001540066,2.2499998875000053,0.7847911829999994,maize
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,8.713170320264986,2.399999904000004,0.726545271,maize
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,8.287326738346007,2.124999911458337,0.9158285389999996,maize
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,8.584220734958135,1.4999999375000026,0.7127316060000002,maize
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,8.664808391798513,2.6666665185185265,0.7240221699999996,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,8.726121923469627,2.9444442808642064,0.3647936070000002,maize
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,8.653736808380048,1.9565216540642758,0.3076399970000008,maize
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,8.86912738862773,2.1428570408163314,0.13680322299999936,maize
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,8.305614996788911,1.458333272569447,0.673573083,maize
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,8.537871327331315,2.4545453429752118,0.460358276,maize
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,8.69980249246384,2.166666546296303,0.38724896,maize
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,8.663761303810997,2.399999880000006,0.20844692200000026,maize
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,8.295137908737217,2.312499855468759,0.9384892679999997,maize
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,8.879913744585894,2.631578808864273,0.6267575089999999,maize
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,8.181911664625,1.6249999322916695,0.49584377600000007,maize
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,8.514336434609348,3.058823349480979,0.7852002770000004,maize
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,8.665703357203135,1.695652100189039,0.2807363699999996,maize
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,8.751320445571189,2.449999877500006,0.9863020770000004,maize
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,8.487679942927434,1.9999999047619093,0.7015760920000007,maize
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,8.486758842225647,1.809523723356013,0.14752813399999987,maize
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,8.876401374830932,2.0799999168000034,0.32258654600000014,maize
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,8.867940679684038,2.1052630470914186,0.15542635500000035,maize
60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,8.438040558623253,2.3749999010416705,0.3787059589999995,maize
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,8.383943224557251,2.8888887283950706,0.7092297970000008,maize
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,8.735895250294254,3.4705880311418804,0.025557079999999566,maize
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,8.323751385991432,2.5333331644444557,0.0448833629999994,maize
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,8.96531757156344,2.727272603305791,0.10698408600000153,maize
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,8.45946042557388,1.6818181053719041,0.16944561100000044,maize
78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,8.358803159072698,3.8666664088889062,0.028631266000000544,maize
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,8.517664430856655,2.6086955387523676,0.7783328589999998,maize
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,8.841733682352638,3.4705880311418804,0.14420548499999963,maize
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,8.654241983362912,3.6666664222222387,0.12334890899999973,maize
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,8.656459225568778,2.8333331759259344,0.2529595779999996,maize
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,8.656486675061531,1.919999923200003,0.15673000799999937,maize
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,8.535527121625845,2.727272603305791,0.2951983,maize
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,8.698771393809611,2.3749999010416705,0.3411397159999998,maize
67,35,22,23.30546753,63.24648023,6.385684213999999,108.7603001,8.836331222178686,1.5909090185950445,0.11431578600000059,maize
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,8.387207649807287,2.8421051135734148,0.08217950700000021,maize
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,8.27114334783418,2.5217390207939556,0.11879809100000038,maize
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,8.851725800886546,2.999999842105271,0.377869005,maize
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,7.316789004645265,0.9350649229212348,0.9859960670000003,chickpea
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,7.2227677253997715,0.8571428469387756,0.4202513779999997,chickpea
39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,6.9632504538373015,0.6823529331487891,0.5030679629999995,chickpea
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,7.234830216918141,0.847058813564014,0.1088264109999999,chickpea
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,7.347104827374562,0.8701298588294823,0.6528111720000007,chickpea
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,7.264463394904113,0.9012345567748821,0.5110072039999984,chickpea
58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,7.123689322381963,0.8333333234126985,0.26895097200000073,chickpea
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,7.346019843527788,0.8333333234126985,1.0508082670000007,chickpea
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,7.344921862505797,0.8266666556444446,0.5105705409999999,chickpea
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,7.31464057949678,0.9135802356348119,2.2537953339999994,chickpea
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,7.500980298363512,0.8354430273994554,2.218192847000001,chickpea
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,7.035792746993054,0.8354430273994554,1.4766075929999998,chickpea
58,63,81,19.81344531,14.69765308,6.515499548999999,78.96514709,7.057555656241365,0.7777777681755831,0.01549954899999939,chickpea
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,7.362748844485533,0.7294117561245675,1.9901271420000004,chickpea
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,6.940633366585075,0.8051947947377299,0.07641556200000021,chickpea
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,7.225516080761305,0.8571428469387756,0.01821695700000081,chickpea
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,7.286784252494282,0.7368420955678672,1.4666050249999998,chickpea
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,7.2108185620773435,0.8452380851757371,1.6408254370000002,chickpea
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,6.962406590769933,1.0263157759695294,0.7289634520000003,chickpea
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,7.167580768119478,0.9090908972845338,0.007453953999999818,chickpea
26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,7.049556889079368,0.9638554100740312,1.0285999570000008,chickpea
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,7.167738167699707,0.8831168716478328,1.2014464460000003,chickpea
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,7.200867212874627,1.0263157759695294,2.0199757480000002,chickpea
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,7.363733321820197,0.8192770985629265,0.12090086899999974,chickpea
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,7.2464347605355,0.7469879428073742,1.604396057999999,chickpea
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,6.951084433638781,0.8589743479618673,0.2959091650000003,chickpea
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,7.130776608547423,0.8124999898437502,0.44890866099999993,chickpea
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,7.478155163889118,0.7142857057823131,1.1909623379999994,chickpea
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,7.265591039618377,0.9058823422837372,1.3292111439999985,chickpea
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,7.255765580075642,0.8395061624752326,0.26159970600000015,chickpea
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,7.086106005093323,0.9268292569898872,0.15442531500000012,chickpea
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,7.100425065554797,0.9294117537716264,0.3704661229999999,chickpea
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,7.4871934093668555,0.7228915575555235,2.3292733279999993,chickpea
